content,score
"sangat tidak di sarankan untuk menyimpan uang di sini karena sering hilang. uang saya hilang 300rb tanpa minta pin dan saya ketahui, padahal saya tidak merasa melakukan transaksi tau tau langsung notifikasi pembayaran pulsa berhasil, gak ada jaminan uang kembali karena yg melayani chat robot di tanya ini jawaban nya itu itu aja di buat muter muter. buktikan uang saya kembali, saya akan ubah rating nya",1
"gmna sih mau login malah hrus masukkan nomer tapi gabisa bisa, uang saya disana mau dipake buat kebutuhan!! jdi gabisa. udh dri seminggu yang lalu, menghubungi diana juga tdk membantu. TOLONG BANTUANNYA KEMBALIKAN AKUN DAN UANG SAYA!!",1
"keseringan terjadi trouble di sistem kirim uang pakek barcode, gak bisa di andelin, waktu bayar mau pakek barcode eror apa apa eror, dikit dikit eror, apalah ngatasin masalah penyakit kaya gini dari dulu gak becus, niat bikin aplikasi ya kasih kenyamanan buat para pengguna, nyusahin orang mau bayar pakek barcode kalau kaya gini, udan antri nunggu lama gak bisa bisa, aplikasi sampah",1
"min tolong perbaiki lagi apknya,saya tadikan buka eMAS didana tpi error katanya ""sesi kamu kadaluwarsa.coba lagi dengan menekan tombol kembali"" nah udah saya tekan tpi saya refresh+login ulang tpi hasilnya tetap sama, tolong ya minn diperbaiki lagi kesalahan apknya 🙏",1
"DANA ini ngasih limit paylater mya pelit banget ya , sudah 4 bulan limit masih 200rb aja , padahal per bulan transaksi 10jt lebih masih aja ga naik naik , mending coba e-wallet sebelah aja dulu deh",1
"parah nyimpen uang di dana Gols malah gak bisa di tarik saldo nya, gangguan Mulu udah 1 Minggu lebih masih sama gak bisa di tarik uang sendiri. jadi males nyimpen duit di dana mending di aplikasi sebelah. parah ini gak bisa tarik saldo di dana Gols padahal duit sendiri",1
Tiap mau log in harus banget pake wajah padahal udah masukin pin tapi tetep harus pake wajah tolong lah di perbaiki lagi kalau udah pake pin ya harus nya udah bisa log in kasian buat yg hp yg kamera depannya lagi rusak kaya saya kan jadi susah buat log in nya,1
"sering forclose tiap buka widget tertentu,sinyal bagus kadang di dalam dana kurang responsif,ini event ngabuburich scam? belum ada 10 detik setelah bermacam macam hadiah keluar udah pada habis,padahal point gw udah 35k sia sia amat",3
"aplikasi ga jelas, 3x isi paket internet gak masuk pdhl nomor sudah benar dan anehnya di bukti transaksi nya tertulis berhasil. di apk nya memang ada layanan bantuan tp sama sekali tidak bisa menyelesaikan kendala saya",1
aplikasi nya saya akuin sangat membantu tapi ada masalah di even tukar poin yang bisa di sebut penipuan beribu ribu orang tidak bisa menukar poin mereka di waktu yang tepat meski sudah tepat jam 10:00 tapi semua hadiah yang ada gak ada satupun yang bisa di tukar mereka bayar 3000 per orang di kali beribu ribu orang tapi gak ada satu pun yang dapat hadiah ini termasuk penipuan,2
"saldo saya ilang setelah transaksi apk aneh buat laporan malah di puter puter pertanyaan nya di situ situ aja, saldo saya awalnya ada 202.000 saya melakukan traksaksi sebesar 22.000 harusnya saldo saya ada sisa dong 180 000, ini malah kosong aneh banget emang ga gede tapi yaa gitu aja aneh bisa bisa nya saldo ilang ga di ganti",1
Kenapa ga bisa di Install.. padahal sudah Update... Sekarang ribet banget... Hubungi Call center nya lama respon nya.. sampai pulsa habis... Tolong segera diperbaiki..,5
"untuk menarik uang dari akun bisnis, kena charge lumayan gede dan kalo dr aplikasi lain, bisa lebih dari sehari baru bisa diproses. beda sama bank atau aplikasi lain, udah mahal, lama.",2
"payah dana cicil udah di lunasin ngg bisa di pake berbulan bulan dan tidak ada tunggakan atau tagihan dan limitpun masih ada 150k . sudah tunggu 6 bulan tetap tidak bisa digunakan, Tagihan udah lunas smua, Limit 0, tapi fitur Dana cicil tidak tersedia. Mohon di bantu aktifkan kembali.",2
"HALO ADMIN di sini saya mau menyampaikan bahwa ada oknum yang bisa bobol akun DANA dan bisa melakukan transaksi,, padahal suda ada pasword dan verifikasi,, teman saya suda kehilangan sejumlah uang, di mohon untuk lebih di tingkat kan lagi untuk keamanan nya TRIMAKASIH",3
"ni apk kenapa dah? udh beberpa hari trakhir gangguan mulu? trutama di proses transaksi,tolong dong benerin saya mau melakukan pembayaran qris aja ada masa harus pending? padahal sinyal bagus ke apk lain lancar cumn ke dana yg lemot.tolong perhatikan,jangan sampai orng orng yg pke apk ini kecewa karena bermasalah di proses transaksi",1
"dana cicil saya tidak bisa di pakai lagi untuk pembayaran setelah semua tagihan saya bayar, jauh sebelum tanggal jatuh tempo.. saya minta hubungkn ke CS melalui DIANA namun masalah tidak bisa di selesaikan dan tidak ada solusinya.",2
"bagaimana cara menghapus akun? nomor saya dan kartunya sudah hilang tapi saat menghapus membutuhkan kode OTP yang dikirim ke nomor yg hilang itu. bagaimana solusinya karna akun sebelumnya premium, jadi gabisa kalau mau mendaftar akun baru buat dijadiin premium.",4
"transaksinya Tampa ribet cepat, cuman knapa dana cicil sya blum ada di menu padahal sya pengguna lama dan akun sya sudah premium, itu aja kendala nya satu, yang lain semuanya mantapp",5
"Oooooo Ternyata Reting Sangat Jelek ya??? Sy Juga Kecewa Atas Aplikasi Dana Saya Ada Masalah Chat Via What App Tidak ada Tanggapan, Respon, Pada Hal 24 Jam Layanan. Mungkin Sy Tidak Akan Menggunakan Aplikasi Ini.",1
"Maaf.. Bagaimana cara mengetahui data yang suda terdaftar, Tapi email dan nomor smartphone yang di gunakan mendaftar suda tidak aktif atau hilang.. Tolong solusinya karena saya ingin membuat akun baru tapi tidak bisa, karena data indentitas saya suda terdaftar. Mohon solusinya.",4
kepada developer nya tolong di perbaikin lgi dana nya karena belakangan ini dana saya mengalami stuck di loading padahal jaringan saya lancar dan stuck di loading nya itu pun itu lama banget saya nunggu nya jadi tolong di perbaiki lgi saya rasa itu adalah bug jadi mau gk mau saya harus instal ulang apk nya kalo mau bisa masuk lagi dan kejadian nya itu pun gk sekali tapi sering jadi tolong diperbaiki lagi ya bug nya kepada developer dana nya terimakasih 🙏,3
"pengalaman yang sangat baik tapi tolong min ini kan keamanan saya udh 100% premium tapi kok ada yang mencoba masuk min, tolong dong solusinya min soalnya jadi takut nyimpen uang di dana kalo ada notif kyk begitu, soalnya dulu pernah ilang langsung uang di aplikasi dana Saya, bukan masalah saldo nya min tapi masalah keamanannya tolong min di perkuat lagi kalo masalah saldo saya sudah ikhlas tapi keamanan dari aplikasinya min soalnya dari kemarin dana saya ada notif, ada yang mencoba masuk.",5
sangat buruk ke amanan nya uang bisa main potong aja tanpa konfirmasi dulu. ngapain di adakan nya pin pengguna kalo bisa di potong aplikasi se enak nya. padahal tidak pernah berlangganan aplikasi apa2,1
"aduh iya ini bagus bgt, cuma kenapa harus ke premium? kan yg msih umur di bawah kalo mau tf uang susah, masa harus premium, ini aku udah coba ke premium, ""DOKUMEN LAGI DI CEK"" lama bgt dah? dri malam sampe siang gada premium² nya, pdhl waktu tu ga perlu premium untuk kirim uang, bnyk mau nya dana ini, kasian org yg mnta tf lama gara² PREMIUM, tolong di perbaiki.",2
"aplikasi terburuk, mau bayar dana org lewat mobile bank gak bisa harus buka dari aplikasi dana, harus buat akun premuim utk bisa kirim uang k dana lain, pas sdh upgrade masih jg gak bisa kirim, malu lama d kasir gak jadi belanja, SANGAT KESAL",1
saya bertransaksi dari dana ke rekening transaksi berhasil tpi saldo gak masuk ke rekening yang dituju dan dari pihak dana di suruh nunggu 2 hari setelah 2 hari masih gk ada kejelasan sama sekali dan saldo hilang begitu saja dannn yaopo betul sampe saat ini belum ada kejelasan dari dana,1
"kenapa saat saya sudah upgrade dana premium dan sudah selesai,saya tidak bisa menggunakan fitur dana premium.padahal saya sudah upgrade ke dana premium.bagaimana cara mengatasinya,saya sudah menggunakan berbagai cara tetap tidak bisaa",2
"dana bisnis ngebug,mau tarik saldo malah ga bisa verif muka nya,padahal pencahayaan udh terang,muka juga udh kelihatan di bingkai malah gagal terus,tolong perbaiki,saya punya 1jt di situ ga bisa di tarik",1
"tolong kembalikan uang saya, sedikit banyaknya itu uang saya, saya melakukan transaksi dari DANA ke rekening Bank, transaksi berhasil tapi uang tidak masuk ke rekening, teman saya juga mengalami hal yang sama,pernah melakukan transaksi 1jt sampai hari ini tidak ada kabar dri pihak dana, kinerja dana sangat buruk !",1
"Apk yg sangat buruk ,,kemaren tanggal 20 Maret saya tarik tunai dana di BRILINK. waktu sudah proses penarikan, di riwayat dana tarik tunai nya sudah berhasil ,tetapi di BRILINK nya uang tidak masuk(gagal) .dan saldo saya sampai sekarang belum juga di kembalikan ,kemana saldo saya.",1
"aplikasi buruk, lambat, padahal sinyal lancar berkali-kali mau aktifin fitur biometric tapi selalu gagal, aplikasi sampah, buang buang waktu doang",1
"WOY DANA!!!! KITA MAU PAKE TRANSAKSI MALAH GA BISA (ERROR ) DI COBA LOG OUT DULU MALAH GA BISA LOGIN LAGI, ALASAN KONEKSI INTERNET TERPUTUS , PADAHAL SINYAL LANCARRRRR , NYESEL MAKE UANG DI SINI Aplikasi bikin kecewa !!!! udah upgrade ke vip event giliran mau tuker poin hadiah udah habis semua, padahal di perbarui setiap jam 10.00 udah di relain nunggu jam 10.00 passss , hla kok hadiah tetep aja habis, atau cuma akal2an aja biar upgrade SARAN JANGAN IKUT EVENT APAPUN APA LAGI UPGRADE! PERCUMA",1
"gila sih kata aku. nomer aku belum pernah buat bikin dana, karena ortu salah top up ke dana jadi harus buat dana tapi ga bisa masuk karena udah di daftar sama orang. giliran mau ferifikasi harus pake wajah salah Mulu karena bukan pemilik akun padahal kartu SIM di aku. bingung banget. ini salah dari apk nya atau gimana ya. kurang aman sih",1
enak sih tf atau ambil uang bisa. tpi yg katanya ada fitur dana cicil di HP saya tidak muncul. tetapi di dana HP temen saya fitur dana cicil nya muncul. saya Lihat di PlayStore apk nya sudah update versi terbaru tetapi masih tidak muncul. dan saya cek pengaturan nya juga sama aja sama temen saya. ya.. saya agak kecewa dikit lah. saya minta di benerin lagi min. skian trimakasih🙏,4
"apa ini,pembayaran qris belum di selsaikan karena alasan sinyalnya gangguan padahal jaringan bagus,pembayaran qris tidak di selesaikan tapi saldo hilang entah kemana dan penerima belum menerima uang qris yg di bayarkan,mana tanggung jawab mu?!?!? saya di rugikan disini",1
"gatau kenapa, mengecewakan, awalnya memang sangan memudahkan saya dalam bertransaksi, namun beberapa saat lalu, uang yang saya simpan di apk dana ini hilang, ini sangat mengecewakan.",1
"kenapa proses hapus akun lama sekali ya? sampai Berjam jam? mana disuruh jangan keluar sebelum pengecekan akun selesai, hanya buang buang waktu saja, sedangkan proses pengecekan tidak selesai selesai. Aplikasi buruk.",1
"kenapa apk dana JD begini yah , ada event tukar point pada setiap hari udah nunggu diwaktu yang pas , tetapi hadiah selalu habis padahal saya aja udh nungguin sebelum waktunya, saat waktunya pas tapi tetep aja abis aneh,, jiaaah saya aja menunggu sebelom waktunya dan pas jam seperti 11:00/12:00 tapi tetep aja bacaan nya habis aneh banget padahal itu aja baru dipos belom ada seperkian detik 🤦",2
saya kecewa karna hp saya hilang pemindahan akun selalu di persulit padahal data saya jelas saya orang nya udah ngikutin arahan sampe beli kartu beberapa kali tetap gak bisa dan di persulit udah mohon mohon tetap saya kecewa,1
Di suruh perbarui data terus.. sekalinya di isi bagian kecamatan nya gak ada pilihan.. jadi gak bisa gunakan apk dana ini.. nanti setelah bagus saya balik lagi kasi rate 5...,1
"aplikasi memang bagus tapi ketika ada kendala seperti pending ketika transfer ke sesama ewallet, yang sangat lama saya susah menghubungi customer service saya tolong bantuan nya. dan juga ketika saya meminta bantuan kepada Robot Diana jawaban kurang memuaskan. saran saya ketika pengguna ada kendala pihak dana harus bisa cepat cepat menanggapi ketika ada laporan dari pengguna. harus ada kebijakan seperti ""Ada yang bisa saya bantu gitu lewat telepon atau WhatsApp SMS email dll. susah Ama robot mah",4
"ga pernah sama sekali ngasih bintang satu ke aplikasi manapun, ini yang pertama. se kecewa itu sama dana. 5 tahun lebih saya pakai. saya cuma ingin memindahkan akun dana premium saya ke akun lain tidak bisa. di bilangnya akun saya terikat aset dana seperti emas, dana paylater dll. padahal saya tidak pernah menggunakan jasa itu sekali pun. saya butuh mengirim uang sekarang tapi tidak bisa karena tidak premium. padahal uang saya di akun tidak premium. di buat premium juga tak bisa gara gara itu.",1
"pakai dana pengen dapat voucher belanja indomaret 5rb malah rugi 20rb , saat ditukar voucher indomaret tidak bisa padahal saya tanggal 22 sudah tanya ke dana tidak ada keterangan barcode dan tidak bisa ditukarkan ke indomaret, tanggal 23 jam 9 an hangus katanya kalau tidak dipakai terus uang saya dimana itu diambil siapa, padahal sudah nukarkan sebelum kadaluwarsa voucher, aplikasi yg merugikan nasabah",1
Sangat Membantu S X semua pekerjan yg tadi nya sangat melelahkan jadi lebih muda hemat waktu & hemat biaya bisa di lakukN drmah gk perlu keluar kemana² lg tingal klik apa pun bisa di lakukkan dengan DANA,5
"hilangkan pitur dana cicil enjing kalau GK bisa di pake, tiap bulan ternaskasi lebih dari 5jt ke atas, buat apa fitur dana cicil kalau tidak bisa di gunakan sama sekali, sekali aja bisa masih mending , ini fitur ada tapi GK bisa di gunakan",5
"makin hari makin ga jelas aja ni dana, apalagi di dana bisnis sering error padahal sinyal bagus emang dari aplikasi nya ini tolong developer nya ini saya ga bisa tarik saldo saat dibutuhkan selebihnya bintang yang bicara",3
"aduhh maaf bangett ini Dana makin kesini malah banyak Masalah ""Koneksi internetmu putus nih"" padahal ini saya masi ada loh kuotanya lancarr lancar aja scroll buka apk lain juga lancar juga udah ri coba refresh download ulang berkali² tetep aja , ini normal pas masuk ke Dana pas pake wifi baru dia bisa deuhh gimana ini tolong perbaiki lagi dong🙏 susah ini mau narik sama top up pas lagi di luar 🙃",3
"aplikasi babi, ngadain event ga jelas, masa point udah banyak selalu kehabisan buat claim hadiah, padahal pas jam 10:00, beneran ga masuk akal klo langsung habis semua, kecuali udah lewat satu menit",1
"Keamanannya sangat rendah, akun bisa diakses padahal nomornya tidak terpasang. kirim saldo ke nomor yang salah bisa sukses padahal tidak ada akun aktif dengan nomor tersebut.",1
"maaf, min. saya beri bintang 3. sebab saya sebagai pelajar yang ingin transfer menjadi kesulitan sebab permintaan untuk upgrade ke plus. saya tidak masalah jika harus membayar namun, ribet min dengan kata ""keamanan"". sulit juga untuk daftar diri ke dana plus sebagai pelajar. karena harus lewat orang tua juga sebab ga semua orang tua itu punya dana. untuk anak yang masih di bawah umur saran saya akte saja dan data diri lainnya. saya suka tapi tidak suka di persulit. jujur min saya pusing",3
kenapa harus di adakan aplikasi ini kalo gak bisa ngirim harus prefikasi ke premium udah gitu nggu lama..persetujuan nya gak seperti apliksi lainnya..Tolong la admin di perbaiki lebih cepat lagi terima kasih,1
"saya ingin bertanya kenapa uang yang saya pakai untuk berlangganan Netflix tidak bisa di tonton dan pembayaran belum sama sekali ada bukti pembayaran nya, saya sudah bertanya ke layanan Diana tapi ia hanya mulut berlibet tanpa ada penjelasan yang masuk akan tolong di perbaiki yah",5
"saya sudah top up game di dalem apk ini sebesar 16k, yang totalnya 59 DM. tapi anehnya nggak masuk sama sekali DM nya. 16k hilang tanpa jejak karena ini apk. DANA BALIKIN DUIT SAYA!!!!",1
saldo dana saya tidak bertambah setelah di top up oleh adik saya.. ini makin kesini kok malah makin buruk ya?? mana tanggapan saya tidak di hiraukan yang ada malah buat bingung ... bukti transferan ada tapi malah di arahkan ke pertanyaan yang gak berguna.. balikin saldo saya dana.. ini lama lama udah mau jadi aplikasi penipu ini.. sampai saat ini saya belum menerima dana yang di top op oleh adik saya sementara bukti transferannya udah sukses.. aplikasi penipu ini,1
